[Header]
TITLE, default name
FILEOPENTIME,6047827.64,5/27/2021,1:19 PM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm-m, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm-m, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm-m, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm-m, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,6047936.17,4417,4.99994993209839,-0.280524399876595,179.975601196289,0.00273601317405701,0.999000012874603,-0.012727516412735,0.999000012874603,0.0021664121568203,0.999000012874603,,,0.000464917679543897,4.89454285020247e-005,0.000115003754939607,,20,2.73601317405701,-12.727516412735,2.1664121568203,
,6047950.22,4417,5.00014996528625,19.1308410644531,179.975601196289,0.00287187340259552,0.999000012874603,-0.0126803520679474,0.999000012874603,0.00214617156386375,0.999000012874603,,,0.00040654706711357,5.14893336899816e-005,0.00013526616067171,,20,2.87187340259552,-12.6803520679474,2.14617156386375,
,6047962.08,4417,5.00029993057251,39.3987260818481,179.975601196289,0.0029943110704422,0.999000012874603,-0.0126644095420837,0.999000012874603,0.00239536230564117,0.999000012874603,,,0.000295504281524338,6.77846235550504e-005,0.000101843480132672,,20,2.9943110704422,-12.6644095420837,2.39536230564117,
,6047974.84,4417,4.99954986572266,59.1768432617188,179.975601196289,0.00315284363031387,0.999000012874603,-0.0126064087867737,0.999000012874603,0.00239621846675873,0.999000012874603,,,0.000474871880296554,5.44766209260255e-005,0.000164394541680032,,20,3.15284363031387,-12.6064087867737,2.39621846675873,
,6047988.06,4417,5.00014996528625,79.1952445983887,179.975601196289,0.00333820387125015,0.999000012874603,-0.0125693559646606,0.999000012874603,0.00248121101856232,0.999000012874603,,,0.000435892494322361,9.10967254017103e-005,0.00012963723015639,,20,3.33820387125015,-12.5693559646606,2.48121101856232,
,6048001.83,4417,4.99965000152588,99.4320869445801,179.975601196289,0.00327498468160629,0.999000012874603,-0.0124759593009949,0.999000012874603,0.00250155199766159,0.999000012874603,,,0.000596836560815296,7.46980405449296e-005,0.000133775138085429,,20,3.27498468160629,-12.4759593009949,2.50155199766159,
,6048014.50,4417,4.9997501373291,119.39185333252,179.975601196289,0.00308962441682816,0.999000012874603,-0.0124373783111572,0.999000012874603,0.00260602600574493,0.999000012874603,,,0.000479083730824252,7.61922720639117e-005,0.000123374935250565,,20,3.08962441682816,-12.4373783111572,2.60602600574493,
,6048027.30,4417,4.99985003471375,139.404508972168,179.975601196289,0.00302818012237549,0.999000012874603,-0.0123416984558105,0.999000012874603,0.0026912077665329,0.999000012874603,,,0.00052592769500427,6.86419978075631e-005,0.000143374121590309,,20,3.02818012237549,-12.3416984558105,2.6912077665329,
,6048041.89,4417,4.99959993362427,159.416015625,179.975601196289,0.00328522560596466,0.999000012874603,-0.01229005818367,0.999000012874603,0.00267221279144287,0.999000012874603,,,0.00040698505904244,5.92570769306226e-005,0.000128887825709126,,20,3.28522560596466,-12.29005818367,2.67221279144287,
,6048054.45,4417,4.99990010261536,179.442459869385,179.975601196289,0.00323307464122772,0.999000012874603,-0.0122162254333496,0.999000012874603,0.00284423460960388,0.999000012874603,,,0.000422450522505555,6.24971856555238e-005,0.000101455963838096,,20,3.23307464122772,-12.2162254333496,2.84423460960388,
